3.081842,27.59,330.7,1873.8,3.75
3.081842,14.17,321.65,2472.5,4.68
3.081842,20.46,836.4,2199.2,7.09
3.081842,17.53,677.33,2467.1,9.95
3.081842,7.35,448.57,2953,6.26
3.081842,17.81,1012.93,2540.8,9.14
3.081842,10.41,409.82,2508.9,0.09
3.081842,28.53,374.47,2731.6,4.8
3.081842,20.76,890.54,2079.5,2.2
3.081842,28.55,1064.77,2876.8,9.1
3.081842,20.14,680.36,1908.3,7.95
3.081842,13.98,992.04,2384.2,7.72
3.081842,12.8,984.9,2629.1,7.05
3.081842,7.78,736.38,2784.1,7.89
3.081842,22.42,1042,2208.4,7.46
3.081842,23.65,494.65,2426.3,4.17
3.081842,26.01,456.74,2722.7,6.99
3.081842,1.86,600.49,2072.3,8.73
3.081842,18.11,689.22,1868.6,5.6
3.081842,17.5,626.24,1896.7,7.36
3.081842,16.87,642.91,2987.4,1.13
3.081842,28.53,309.53,1834.3,0.54
3.081842,21.3,425.78,2305.5,5.47
3.081842,4.82,262.77,2584.2,9.36
3.081842,12.47,613.81,2627.9,5.48
3.081842,26.96,418.9,2620.7,8.39
3.081842,2,323.6,1955.8,2.55
3.081842,19.35,956.05,1912.2,5.64
3.081842,7.66,674.96,2366.5,1.12
3.081842,27.72,910.78,2630.1,2.7
3.081842,23.65,632.29,2403.1,2.29
3.081842,20.45,456.24,2622.5,2.44
3.081842,6.41,499.75,2444.3,8.15
3.081842,5.65,127.36,1922.1,8.76
3.081842,9.69,1009.44,2747.9,6.91
3.081842,5.14,134.29,2225.6,1.74
3.081842,8.89,582.67,2400.7,2.73
3.081842,13.41,938.47,2890.7,8.17
3.081842,19.96,839.35,2515.4,7.31
3.081842,10.73,260.3,2109,3.36
3.081842,28.75,642.04,2365,5.06
3.081842,9.75,332.28,2212.2,5.57
3.081842,28.28,848.4,2614.5,7.99
3.081842,15.56,765.16,1967.4,7.98
3.081842,7.72,127.57,2864.2,7.81
